ProDataCSV

Title: Sat Mar 09 13:49:13 2024

Remarks:
#User: SX User
#Date: 2024/03/09
#HV (Absorbance channel): 289.551
#Samples per point: 240
#Sample period: 12.5 us
#Temperature: 19.78 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Sat Mar 09 13:59:26 2024 by unknown.

Options:

Available Dimensions:,3
Time,1000 time points over 3s,linear,oversampled,external trigger,pressure hold in operation
0.939,289.551,289.551,289.551,289.551,289.551
0.942,289.551,289.551,289.551,289.551,289.551
0.945,289.551,289.551,289.551,289.551,289.551
0.948,289.551,289.551,289.551,289.551,289.551
0.951,289.551,289.551,289.551,289.551,289.551
0.954,289.551,289.551,289.551,289.551,289.551
0.957,289.551,289.551,289.551,289.551,289.551
0.96,289.551,289.551,289.551,289.551,289.551
0.963,289.551,289.551,289.551,289.551,289.551
0.966,289.551,289.551,289.551,289.551,289.551
0.969,289.551,289.551,289.551,289.551,289.551
0.972,289.551,289.551,289.551,289.551,289.551
0.975,289.551,289.551,289.551,289.551,289.551
0.978,289.551,289.551,289.551,289.551,289.551
0.981,289.551,289.551,289.551,289.551,289.551
0.984,289.551,289.551,289.551,289.551,289.551
0.987,289.551,289.551,289.551,289.551,289.551
0.99,289.551,289.551,289.551,289.551,289.551
0.993,289.551,289.551,289.551,289.551,289.551
0.996,289.551,289.551,289.551,289.551,289.551
0.999,289.551,289.551,289.551,289.551,289.551
1.002,289.551,289.551,289.551,289.551,289.551
1.005,289.551,289.551,289.551,289.551,289.551
1.008,289.551,289.551,289.551,289.551,289.551
1.011,289.551,289.551,289.551,289.551,289.551
1.014,289.551,289.551,289.551,289.551,289.551
1.017,289.551,289.551,289.551,289.551,289.551
1.02,289.551,289.551,289.551,289.551,289.551
1.023,289.551,289.551,289.551,289.551,289.551
1.026,289.551,289.551,289.551,289.551,289.551
1.029,289.551,289.551,289.551,289.551,289.551
1.032,289.551,289.551,289.551,289.551,289.551
1.035,289.551,289.551,289.551,289.551,289.551
1.038,289.551,289.551,289.551,289.551,289.551
1.041,289.551,289.551,289.551,289.551,289.551
1.044,289.551,289.551,289.551,289.551,289.551
1.047,289.551,289.551,289.551,289.551,289.551
1.05,289.551,289.551,289.551,289.551,289.551
1.053,289.551,289.551,289.551,289.551,289.551
1.056,289.551,289.551,289.551,289.551,289.551
1.059,289.551,289.551,289.551,289.551,289.551
1.062,289.551,289.551,289.551,289.551,289.551
1.065,289.551,289.551,289.551,289.551,289.551
1.068,289.551,289.551,289.551,289.551,289.551
1.071,289.551,289.551,289.551,289.551,289.551
1.074,289.551,289.551,289.551,289.551,289.551
1.077,289.551,289.551,289.551,289.551,289.551
1.08,289.551,289.551,289.551,289.551,289.551
1.083,289.551,289.551,289.551,289.551,289.551
1.086,289.551,289.551,289.551,289.551,289.551
1.089,289.551,289.551,289.551,289.551,289.551
1.092,289.551,289.551,289.551,289.551,289.551
1.095,289.551,289.551,289.551,289.551,289.551
1.098,289.551,289.551,289.551,289.551,289.551
1.101,289.551,289.551,289.551,289.551,289.551
1.104,289.551,289.551,289.551,289.551,289.551
1.107,289.551,289.551,289.551,289.551,289.551
1.11,289.551,289.551,289.551,289.551,289.551
1.113,289.551,289.551,289.551,289.551,289.551
1.116,289.551,289.551,289.551,289.551,289.551
1.119,289.551,289.551,289.551,289.551,289.551
1.122,289.551,289.551,289.551,289.551,289.551
1.125,289.551,289.551,289.551,289.551,289.551
1.128,289.551,289.551,289.551,289.551,289.551
1.131,289.551,289.551,289.551,289.551,289.551
1.134,289.551,289.551,289.551,289.551,289.551
1.137,289.551,289.551,289.551,289.551,289.551
1.14,289.551,289.551,289.551,289.551,289.551
1.143,289.551,289.551,289.551,289.551,289.551
1.146,289.551,289.551,289.551,289.551,289.551
1.149,289.551,289.551,289.551,289.551,289.551
1.152,289.551,289.551,289.551,289.551,289.551
1.155,289.551,289.551,289.551,289.551,289.551
1.158,289.551,289.551,289.551,289.551,289.551
1.161,289.551,289.551,289.551,289.551,289.551
1.164,289.551,289.551,289.551,289.551,289.551
1.167,289.551,289.551,289.551,289.551,289.551
1.17,289.551,289.551,289.551,289.551,289.551
1.173,289.551,289.551,289.551,289.551,289.551
1.176,289.551,289.551,289.551,289.551,289.551
1.179,289.551,289.551,289.551,289.551,289.551
1.182,289.551,289.551,289.551,289.551,289.551
1.185,289.551,289.551,289.551,289.551,289.551
1.188,289.551,289.551,289.551,289.551,289.551
1.191,289.551,289.551,289.551,289.551,289.551
1.194,289.551,289.551,289.551,289.551,289.551
1.197,289.551,289.551,289.551,289.551,289.551
1.2,289.551,289.551,289.551,289.551,289.551
1.203,289.551,289.551,289.551,289.551,289.551
1.206,289.551,289.551,289.551,289.551,289.551
1.209,289.551,289.551,289.551,289.551,289.551
1.212,289.551,289.551,289.551,289.551,289.551
1.215,289.551,289.551,289.551,289.551,289.551
1.218,289.551,289.551,289.551,289.551,289.551
1.221,289.551,289.551,289.551,289.551,289.551
1.224,289.551,289.551,289.551,289.551,289.551
1.227,289.551,289.551,289.551,289.551,289.551
1.23,289.551,289.551,289.551,289.551,289.551
1.233,289.551,289.551,289.551,289.551,289.551
1.236,289.551,289.551,289.551,289.551,289.551
1.239,289.551,289.551,289.551,289.551,289.551
1.242,289.551,289.551,289.551,289.551,289.551
1.245,289.551,289.551,289.551,289.551,289.551
1.248,289.551,289.551,289.551,289.551,289.551
1.251,289.551,289.551,289.551,289.551,289.551
1.254,289.551,289.551,289.551,289.551,289.551
1.257,289.551,289.551,289.551,289.551,289.551
1.26,289.551,289.551,289.551,289.551,289.551
1.263,289.551,289.551,289.551,289.551,289.551
1.266,289.551,289.551,289.551,289.551,289.551
1.269,289.551,289.551,289.551,289.551,289.551
1.272,289.551,289.551,289.551,289.551,289.551
1.275,289.551,289.551,289.551,289.551,289.551
1.278,289.551,289.551,289.551,289.551,289.551
1.281,289.551,289.551,289.551,289.551,289.551
1.284,289.551,289.551,289.551,289.551,289.551
1.287,289.551,289.551,289.551,289.551,289.551
1.29,289.551,289.551,289.551,289.551,289.551
1.293,289.551,289.551,289.551,289.551,289.551
1.296,289.551,289.551,289.551,289.551,289.551
1.299,289.551,289.551,289.551,289.551,289.551
1.302,289.551,289.551,289.551,289.551,289.551
1.305,289.551,289.551,289.551,289.551,289.551
1.308,289.551,289.551,289.551,289.551,289.551
1.311,289.551,289.551,289.551,289.551,289.551
1.314,289.551,289.551,289.551,289.551,289.551
1.317,289.551,289.551,289.551,289.551,289.551
1.32,289.551,289.551,289.551,289.551,289.551
1.323,289.551,289.551,289.551,289.551,289.551
1.326,289.551,289.551,289.551,289.551,289.551
1.329,289.551,289.551,289.551,289.551,289.551
1.332,289.551,289.551,289.551,289.551,289.551
1.335,289.551,289.551,289.551,289.551,289.551
1.338,289.551,289.551,289.551,289.551,289.551
1.341,289.551,289.551,289.551,289.551,289.551
1.344,289.551,289.551,289.551,289.551,289.551
1.347,289.551,289.551,289.551,289.551,289.551
1.35,289.551,289.551,289.551,289.551,289.551
1.353,289.551,289.551,289.551,289.551,289.551
1.356,289.551,289.551,289.551,289.551,289.551
1.359,289.551,289.551,289.551,289.551,289.551
1.362,289.551,289.551,289.551,289.551,289.551
1.365,289.551,289.551,289.551,289.551,289.551
1.368,289.551,289.551,289.551,289.551,289.551
1.371,289.551,289.551,289.551,289.551,289.551
1.374,289.551,289.551,289.551,289.551,289.551
1.377,289.551,289.551,289.551,289.551,289.551
1.38,289.551,289.551,289.551,289.551,289.551
1.383,289.551,289.551,289.551,289.551,289.551
1.386,289.551,289.551,289.551,289.551,289.551
1.389,289.551,289.551,289.551,289.551,289.551
1.392,289.551,289.551,289.551,289.551,289.551
1.395,289.551,289.551,289.551,289.551,289.551
1.398,289.551,289.551,289.551,289.551,289.551
1.401,289.551,289.551,289.551,289.551,289.551
1.404,289.551,289.551,289.551,289.551,289.551
1.407,289.551,289.551,289.551,289.551,289.551
1.41,289.551,289.551,289.551,289.551,289.551
1.413,289.551,289.551,289.551,289.551,289.551
1.416,289.551,289.551,289.551,289.551,289.551
1.419,289.551,289.551,289.551,289.551,289.551
1.422,289.551,289.551,289.551,289.551,289.551
1.425,289.551,289.551,289.551,289.551,289.551
1.428,289.551,289.551,289.551,289.551,289.551
1.431,289.551,289.551,289.551,289.551,289.551
1.434,289.551,289.551,289.551,289.551,289.551
1.437,289.551,289.551,289.551,289.551,289.551
1.44,289.551,289.551,289.551,289.551,289.551
1.443,289.551,289.551,289.551,289.551,289.551
1.446,289.551,289.551,289.551,289.551,289.551
1.449,289.551,289.551,289.551,289.551,289.551
1.452,289.551,289.551,289.551,289.551,289.551
1.455,289.551,289.551,289.551,289.551,289.551
1.458,289.551,289.551,289.551,289.551,289.551
1.461,289.551,289.551,289.551,289.551,289.551
1.464,289.551,289.551,289.551,289.551,289.551
1.467,289.551,289.551,289.551,289.551,289.551
1.47,289.551,289.551,289.551,289.551,289.551
1.473,289.551,289.551,289.551,289.551,289.551
1.476,289.551,289.551,289.551,289.551,289.551
1.479,289.551,289.551,289.551,289.551,289.551
1.482,289.551,289.551,289.551,289.551,289.551
1.485,289.551,289.551,289.551,289.551,289.551
1.488,289.551,289.551,289.551,289.551,289.551
1.491,289.551,289.551,289.551,289.551,289.551
1.494,289.551,289.551,289.551,289.551,289.551
1.497,289.551,289.551,289.551,289.551,289.551
1.5,289.551,289.551,289.551,289.551,289.551
1.503,289.551,289.551,289.551,289.551,289.551
1.506,289.551,289.551,289.551,289.551,289.551
1.509,289.551,289.551,289.551,289.551,289.551
1.512,289.551,289.551,289.551,289.551,289.551
1.515,289.551,289.551,289.551,289.551,289.551
1.518,289.551,289.551,289.551,289.551,289.551
1.521,289.551,289.551,289.551,289.551,289.551
1.524,289.551,289.551,289.551,289.551,289.551
1.527,289.551,289.551,289.551,289.551,289.551
1.53,289.551,289.551,289.551,289.551,289.551
1.533,289.551,289.551,289.551,289.551,289.551
1.536,289.551,289.551,289.551,289.551,289.551
1.539,289.551,289.551,289.551,289.551,289.551
1.542,289.551,289.551,289.551,289.551,289.551
1.545,289.551,289.551,289.551,289.551,289.551
1.548,289.551,289.551,289.551,289.551,289.551
1.551,289.551,289.551,289.551,289.551,289.551
1.554,289.551,289.551,289.551,289.551,289.551
1.557,289.551,289.551,289.551,289.551,289.551
1.56,289.551,289.551,289.551,289.551,289.551
1.563,289.551,289.551,289.551,289.551,289.551
1.566,289.551,289.551,289.551,289.551,289.551
1.569,289.551,289.551,289.551,289.551,289.551
1.572,289.551,289.551,289.551,289.551,289.551
1.575,289.551,289.551,289.551,289.551,289.551
1.578,289.551,289.551,289.551,289.551,289.551
1.581,289.551,289.551,289.551,289.551,289.551
1.584,289.551,289.551,289.551,289.551,289.551
1.587,289.551,289.551,289.551,289.551,289.551
1.59,289.551,289.551,289.551,289.551,289.551
1.593,289.551,289.551,289.551,289.551,289.551
1.596,289.551,289.551,289.551,289.551,289.551
1.599,289.551,289.551,289.551,289.551,289.551
1.602,289.551,289.551,289.551,289.551,289.551
1.605,289.551,289.551,289.551,289.551,289.551
1.608,289.551,289.551,289.551,289.551,289.551
1.611,289.551,289.551,289.551,289.551,289.551
1.614,289.551,289.551,289.551,289.551,289.551
1.617,289.551,289.551,289.551,289.551,289.551
1.62,289.551,289.551,289.551,289.551,289.551
1.623,289.551,289.551,289.551,289.551,289.551
1.626,289.551,289.551,289.551,289.551,289.551
1.629,289.551,289.551,289.551,289.551,289.551
1.632,289.551,289.551,289.551,289.551,289.551
1.635,289.551,289.551,289.551,289.551,289.551
1.638,289.551,289.551,289.551,289.551,289.551
1.641,289.551,289.551,289.551,289.551,289.551
1.644,289.551,289.551,289.551,289.551,289.551
1.647,289.551,289.551,289.551,289.551,289.551
1.65,289.551,289.551,289.551,289.551,289.551
1.653,289.551,289.551,289.551,289.551,289.551
1.656,289.551,289.551,289.551,289.551,289.551
1.659,289.551,289.551,289.551,289.551,289.551
1.662,289.551,289.551,289.551,289.551,289.551
1.665,289.551,289.551,289.551,289.551,289.551
1.668,289.551,289.551,289.551,289.551,289.551
1.671,289.551,289.551,289.551,289.551,289.551
1.674,289.551,289.551,289.551,289.551,289.551
1.677,289.551,289.551,289.551,289.551,289.551
1.68,289.551,289.551,289.551,289.551,289.551
1.683,289.551,289.551,289.551,289.551,289.551
1.686,289.551,289.551,289.551,289.551,289.551
1.689,289.551,289.551,289.551,289.551,289.551
1.692,289.551,289.551,289.551,289.551,289.551
1.695,289.551,289.551,289.551,289.551,289.551
1.698,289.551,289.551,289.551,289.551,289.551
1.701,289.551,289.551,289.551,289.551,289.551
1.704,289.551,289.551,289.551,289.551,289.551
1.707,289.551,289.551,289.551,289.551,289.551
1.71,289.551,289.551,289.551,289.551,289.551
1.713,289.551,289.551,289.551,289.551,289.551
1.716,289.551,289.551,289.551,289.551,289.551
1.719,289.551,289.551,289.551,289.551,289.551
1.722,289.551,289.551,289.551,289.551,289.551
1.725,289.551,289.551,289.551,289.551,289.551
1.728,289.551,289.551,289.551,289.551,289.551
1.731,289.551,289.551,289.551,289.551,289.551
1.734,289.551,289.551,289.551,289.551,289.551
1.737,289.551,289.551,289.551,289.551,289.551
1.74,289.551,289.551,289.551,289.551,289.551
1.743,289.551,289.551,289.551,289.551,289.551
1.746,289.551,289.551,289.551,289.551,289.551
1.749,289.551,289.551,289.551,289.551,289.551
1.752,289.551,289.551,289.551,289.551,289.551
1.755,289.551,289.551,289.551,289.551,289.551
1.758,289.551,289.551,289.551,289.551,289.551
1.761,289.551,289.551,289.551,289.551,289.551
1.764,289.551,289.551,289.551,289.551,289.551
1.767,289.551,289.551,289.551,289.551,289.551
1.77,289.551,289.551,289.551,289.551,289.551
1.773,289.551,289.551,289.551,289.551,289.551
1.776,289.551,289.551,289.551,289.551,289.551
1.779,289.551,289.551,289.551,289.551,289.551
1.782,289.551,289.551,289.551,289.551,289.551
1.785,289.551,289.551,289.551,289.551,289.551
1.788,289.551,289.551,289.551,289.551,289.551
1.791,289.551,289.551,289.551,289.551,289.551
1.794,289.551,289.551,289.551,289.551,289.551
1.797,289.551,289.551,289.551,289.551,289.551
1.8,289.551,289.551,289.551,289.551,289.551
1.803,289.551,289.551,289.551,289.551,289.551
1.806,289.551,289.551,289.551,289.551,289.551
1.809,289.551,289.551,289.551,289.551,289.551
1.812,289.551,289.551,289.551,289.551,289.551
1.815,289.551,289.551,289.551,289.551,289.551
1.818,289.551,289.551,289.551,289.551,289.551
1.821,289.551,289.551,289.551,289.551,289.551
1.824,289.551,289.551,289.551,289.551,289.551
1.827,289.551,289.551,289.551,289.551,289.551
1.83,289.551,289.551,289.551,289.551,289.551
1.833,289.551,289.551,289.551,289.551,289.551
1.836,289.551,289.551,289.551,289.551,289.551
1.839,289.551,289.551,289.551,289.551,289.551
1.842,289.551,289.551,289.551,289.551,289.551
1.845,289.551,289.551,289.551,289.551,289.551
1.848,289.551,289.551,289.551,289.551,289.551
1.851,289.551,289.551,289.551,289.551,289.551
1.854,289.551,289.551,289.551,289.551,289.551
1.857,289.551,289.551,289.551,289.551,289.551
1.86,289.551,289.551,289.551,289.551,289.551
1.863,289.551,289.551,289.551,289.551,289.551
1.866,289.551,289.551,289.551,289.551,289.551
1.869,289.551,289.551,289.551,289.551,289.551
1.872,289.551,289.551,289.551,289.551,289.551
1.875,289.551,289.551,289.551,289.551,289.551
1.878,289.551,289.551,289.551,289.551,289.551
1.881,289.551,289.551,289.551,289.551,289.551
1.884,289.551,289.551,289.551,289.551,289.551
1.887,289.551,289.551,289.551,289.551,289.551
1.89,289.551,289.551,289.551,289.551,289.551
1.893,289.551,289.551,289.551,289.551,289.551
1.896,289.551,289.551,289.551,289.551,289.551
1.899,289.551,289.551,289.551,289.551,289.551
1.902,289.551,289.551,289.551,289.551,289.551
1.905,289.551,289.551,289.551,289.551,289.551
1.908,289.551,289.551,289.551,289.551,289.551
1.911,289.551,289.551,289.551,289.551,289.551
1.914,289.551,289.551,289.551,289.551,289.551
1.917,289.551,289.551,289.551,289.551,289.551
1.92,289.551,289.551,289.551,289.551,289.551
1.923,289.551,289.551,289.551,289.551,289.551
1.926,289.551,289.551,289.551,289.551,289.551
1.929,289.551,289.551,289.551,289.551,289.551
1.932,289.551,289.551,289.551,289.551,289.551
1.935,289.551,289.551,289.551,289.551,289.551
1.938,289.551,289.551,289.551,289.551,289.551
1.941,289.551,289.551,289.551,289.551,289.551
1.944,289.551,289.551,289.551,289.551,289.551
1.947,289.551,289.551,289.551,289.551,289.551
1.95,289.551,289.551,289.551,289.551,289.551
1.953,289.551,289.551,289.551,289.551,289.551
1.956,289.551,289.551,289.551,289.551,289.551
1.959,289.551,289.551,289.551,289.551,289.551
1.962,289.551,289.551,289.551,289.551,289.551
1.965,289.551,289.551,289.551,289.551,289.551
1.968,289.551,289.551,289.551,289.551,289.551
1.971,289.551,289.551,289.551,289.551,289.551
1.974,289.551,289.551,289.551,289.551,289.551
1.977,289.551,289.551,289.551,289.551,289.551
1.98,289.551,289.551,289.551,289.551,289.551
1.983,289.551,289.551,289.551,289.551,289.551
1.986,289.551,289.551,289.551,289.551,289.551
1.989,289.551,289.551,289.551,289.551,289.551
1.992,289.551,289.551,289.551,289.551,289.551
1.995,289.551,289.551,289.551,289.551,289.551
1.998,289.551,289.551,289.551,289.551,289.551
2.001,289.551,289.551,289.551,289.551,289.551
2.004,289.551,289.551,289.551,289.551,289.551
2.007,289.551,289.551,289.551,289.551,289.551
2.01,289.551,289.551,289.551,289.551,289.551
2.013,289.551,289.551,289.551,289.551,289.551
2.016,289.551,289.551,289.551,289.551,289.551
2.019,289.551,289.551,289.551,289.551,289.551
2.022,289.551,289.551,289.551,289.551,289.551
2.025,289.551,289.551,289.551,289.551,289.551
2.028,289.551,289.551,289.551,289.551,289.551
2.031,289.551,289.551,289.551,289.551,289.551
2.034,289.551,289.551,289.551,289.551,289.551
2.037,289.551,289.551,289.551,289.551,289.551
2.04,289.551,289.551,289.551,289.551,289.551
2.043,289.551,289.551,289.551,289.551,289.551
2.046,289.551,289.551,289.551,289.551,289.551
2.049,289.551,289.551,289.551,289.551,289.551
2.052,289.551,289.551,289.551,289.551,289.551
2.055,289.551,289.551,289.551,289.551,289.551
2.058,289.551,289.551,289.551,289.551,289.551
2.061,289.551,289.551,289.551,289.551,289.551
2.064,289.551,289.551,289.551,289.551,289.551
2.067,289.551,289.551,289.551,289.551,289.551
2.07,289.551,289.551,289.551,289.551,289.551
2.073,289.551,289.551,289.551,289.551,289.551
2.076,289.551,289.551,289.551,289.551,289.551
2.079,289.551,289.551,289.551,289.551,289.551
2.082,289.551,289.551,289.551,289.551,289.551
2.085,289.551,289.551,289.551,289.551,289.551
2.088,289.551,289.551,289.551,289.551,289.551
2.091,289.551,289.551,289.551,289.551,289.551
2.094,289.551,289.551,289.551,289.551,289.551
2.097,289.551,289.551,289.551,289.551,289.551
2.1,289.551,289.551,289.551,289.551,289.551
2.103,289.551,289.551,289.551,289.551,289.551
2.106,289.551,289.551,289.551,289.551,289.551
2.109,289.551,289.551,289.551,289.551,289.551
2.112,289.551,289.551,289.551,289.551,289.551
2.115,289.551,289.551,289.551,289.551,289.551
2.118,289.551,289.551,289.551,289.551,289.551
2.121,289.551,289.551,289.551,289.551,289.551
2.124,289.551,289.551,289.551,289.551,289.551
2.127,289.551,289.551,289.551,289.551,289.551
2.13,289.551,289.551,289.551,289.551,289.551
2.133,289.551,289.551,289.551,289.551,289.551
2.136,289.551,289.551,289.551,289.551,289.551
2.139,289.551,289.551,289.551,289.551,289.551
2.142,289.551,289.551,289.551,289.551,289.551
2.145,289.551,289.551,289.551,289.551,289.551
2.148,289.551,289.551,289.551,289.551,289.551
2.151,289.551,289.551,289.551,289.551,289.551
2.154,289.551,289.551,289.551,289.551,289.551
2.157,289.551,289.551,289.551,289.551,289.551
2.16,289.551,289.551,289.551,289.551,289.551
2.163,289.551,289.551,289.551,289.551,289.551
2.166,289.551,289.551,289.551,289.551,289.551
2.169,289.551,289.551,289.551,289.551,289.551
2.172,289.551,289.551,289.551,289.551,289.551
2.175,289.551,289.551,289.551,289.551,289.551
2.178,289.551,289.551,289.551,289.551,289.551
2.181,289.551,289.551,289.551,289.551,289.551
2.184,289.551,289.551,289.551,289.551,289.551
2.187,289.551,289.551,289.551,289.551,289.551
2.19,289.551,289.551,289.551,289.551,289.551
2.193,289.551,289.551,289.551,289.551,289.551
2.196,289.551,289.551,289.551,289.551,289.551
2.199,289.551,289.551,289.551,289.551,289.551
2.202,289.551,289.551,289.551,289.551,289.551
2.205,289.551,289.551,289.551,289.551,289.551
2.208,289.551,289.551,289.551,289.551,289.551
2.211,289.551,289.551,289.551,289.551,289.551
2.214,289.551,289.551,289.551,289.551,289.551
2.217,289.551,289.551,289.551,289.551,289.551
2.22,289.551,289.551,289.551,289.551,289.551
2.223,289.551,289.551,289.551,289.551,289.551
2.226,289.551,289.551,289.551,289.551,289.551
2.229,289.551,289.551,289.551,289.551,289.551
2.232,289.551,289.551,289.551,289.551,289.551
2.235,289.551,289.551,289.551,289.551,289.551
2.238,289.551,289.551,289.551,289.551,289.551
2.241,289.551,289.551,289.551,289.551,289.551
2.244,289.551,289.551,289.551,289.551,289.551
2.247,289.551,289.551,289.551,289.551,289.551
2.25,289.551,289.551,289.551,289.551,289.551
2.253,289.551,289.551,289.551,289.551,289.551
2.256,289.551,289.551,289.551,289.551,289.551
2.259,289.551,289.551,289.551,289.551,289.551
2.262,289.551,289.551,289.551,289.551,289.551
2.265,289.551,289.551,289.551,289.551,289.551
2.268,289.551,289.551,289.551,289.551,289.551
2.271,289.551,289.551,289.551,289.551,289.551
2.274,289.551,289.551,289.551,289.551,289.551
2.277,289.551,289.551,289.551,289.551,289.551
2.28,289.551,289.551,289.551,289.551,289.551
2.283,289.551,289.551,289.551,289.551,289.551
2.286,289.551,289.551,289.551,289.551,289.551
2.289,289.551,289.551,289.551,289.551,289.551
2.292,289.551,289.551,289.551,289.551,289.551
2.295,289.551,289.551,289.551,289.551,289.551
2.298,289.551,289.551,289.551,289.551,289.551
2.301,289.551,289.551,289.551,289.551,289.551
2.304,289.551,289.551,289.551,289.551,289.551
2.307,289.551,289.551,289.551,289.551,289.551
2.31,289.551,289.551,289.551,289.551,289.551
2.313,289.551,289.551,289.551,289.551,289.551
2.316,289.551,289.551,289.551,289.551,289.551
2.319,289.551,289.551,289.551,289.551,289.551
2.322,289.551,289.551,289.551,289.551,289.551
2.325,289.551,289.551,289.551,289.551,289.551
2.328,289.551,289.551,289.551,289.551,289.551
2.331,289.551,289.551,289.551,289.551,289.551
2.334,289.551,289.551,289.551,289.551,289.551
2.337,289.551,289.551,289.551,289.551,289.551
2.34,289.551,289.551,289.551,289.551,289.551
2.343,289.551,289.551,289.551,289.551,289.551
2.346,289.551,289.551,289.551,289.551,289.551
2.349,289.551,289.551,289.551,289.551,289.551
2.352,289.551,289.551,289.551,289.551,289.551
2.355,289.551,289.551,289.551,289.551,289.551
2.358,289.551,289.551,289.551,289.551,289.551
2.361,289.551,289.551,289.551,289.551,289.551
2.364,289.551,289.551,289.551,289.551,289.551
2.367,289.551,289.551,289.551,289.551,289.551
2.37,289.551,289.551,289.551,289.551,289.551
2.373,289.551,289.551,289.551,289.551,289.551
2.376,289.551,289.551,289.551,289.551,289.551
2.379,289.551,289.551,289.551,289.551,289.551
2.382,289.551,289.551,289.551,289.551,289.551
2.385,289.551,289.551,289.551,289.551,289.551
2.388,289.551,289.551,289.551,289.551,289.551
2.391,289.551,289.551,289.551,289.551,289.551
2.394,289.551,289.551,289.551,289.551,289.551
2.397,289.551,289.551,289.551,289.551,289.551
2.4,289.551,289.551,289.551,289.551,289.551
2.403,289.551,289.551,289.551,289.551,289.551
2.406,289.551,289.551,289.551,289.551,289.551
2.409,289.551,289.551,289.551,289.551,289.551
2.412,289.551,289.551,289.551,289.551,289.551
2.415,289.551,289.551,289.551,289.551,289.551
2.418,289.551,289.551,289.551,289.551,289.551
2.421,289.551,289.551,289.551,289.551,289.551
2.424,289.551,289.551,289.551,289.551,289.551
2.427,289.551,289.551,289.551,289.551,289.551
2.43,289.551,289.551,289.551,289.551,289.551
2.433,289.551,289.551,289.551,289.551,289.551
2.436,289.551,289.551,289.551,289.551,289.551
2.439,289.551,289.551,289.551,289.551,289.551
2.442,289.551,289.551,289.551,289.551,289.551
2.445,289.551,289.551,289.551,289.551,289.551
2.448,289.551,289.551,289.551,289.551,289.551
2.451,289.551,289.551,289.551,289.551,289.551
2.454,289.551,289.551,289.551,289.551,289.551
2.457,289.551,289.551,289.551,289.551,289.551
2.46,289.551,289.551,289.551,289.551,289.551
2.463,289.551,289.551,289.551,289.551,289.551
2.466,289.551,289.551,289.551,289.551,289.551
2.469,289.551,289.551,289.551,289.551,289.551
2.472,289.551,289.551,289.551,289.551,289.551
2.475,289.551,289.551,289.551,289.551,289.551
2.478,289.551,289.551,289.551,289.551,289.551
2.481,289.551,289.551,289.551,289.551,289.551
2.484,289.551,289.551,289.551,289.551,289.551
2.487,289.551,289.551,289.551,289.551,289.551
2.49,289.551,289.551,289.551,289.551,289.551
2.493,289.551,289.551,289.551,289.551,289.551
2.496,289.551,289.551,289.551,289.551,289.551
2.499,289.551,289.551,289.551,289.551,289.551
2.502,289.551,289.551,289.551,289.551,289.551
2.505,289.551,289.551,289.551,289.551,289.551
2.508,289.551,289.551,289.551,289.551,289.551
2.511,289.551,289.551,289.551,289.551,289.551
2.514,289.551,289.551,289.551,289.551,289.551
2.517,289.551,289.551,289.551,289.551,289.551
2.52,289.551,289.551,289.551,289.551,289.551
2.523,289.551,289.551,289.551,289.551,289.551
2.526,289.551,289.551,289.551,289.551,289.551
2.529,289.551,289.551,289.551,289.551,289.551
2.532,289.551,289.551,289.551,289.551,289.551
2.535,289.551,289.551,289.551,289.551,289.551
2.538,289.551,289.551,289.551,289.551,289.551
2.541,289.551,289.551,289.551,289.551,289.551
2.544,289.551,289.551,289.551,289.551,289.551
2.547,289.551,289.551,289.551,289.551,289.551
2.55,289.551,289.551,289.551,289.551,289.551
2.553,289.551,289.551,289.551,289.551,289.551
2.556,289.551,289.551,289.551,289.551,289.551
2.559,289.551,289.551,289.551,289.551,289.551
2.562,289.551,289.551,289.551,289.551,289.551
2.565,289.551,289.551,289.551,289.551,289.551
2.568,289.551,289.551,289.551,289.551,289.551
2.571,289.551,289.551,289.551,289.551,289.551
2.574,289.551,289.551,289.551,289.551,289.551
2.577,289.551,289.551,289.551,289.551,289.551
2.58,289.551,289.551,289.551,289.551,289.551
2.583,289.551,289.551,289.551,289.551,289.551
2.586,289.551,289.551,289.551,289.551,289.551
2.589,289.551,289.551,289.551,289.551,289.551
2.592,289.551,289.551,289.551,289.551,289.551
2.595,289.551,289.551,289.551,289.551,289.551
2.598,289.551,289.551,289.551,289.551,289.551
2.601,289.551,289.551,289.551,289.551,289.551
2.604,289.551,289.551,289.551,289.551,289.551
2.607,289.551,289.551,289.551,289.551,289.551
2.61,289.551,289.551,289.551,289.551,289.551
2.613,289.551,289.551,289.551,289.551,289.551
2.616,289.551,289.551,289.551,289.551,289.551
2.619,289.551,289.551,289.551,289.551,289.551
2.622,289.551,289.551,289.551,289.551,289.551
2.625,289.551,289.551,289.551,289.551,289.551
2.628,289.551,289.551,289.551,289.551,289.551
2.631,289.551,289.551,289.551,289.551,289.551
2.634,289.551,289.551,289.551,289.551,289.551
2.637,289.551,289.551,289.551,289.551,289.551
2.64,289.551,289.551,289.551,289.551,289.551
2.643,289.551,289.551,289.551,289.551,289.551
2.646,289.551,289.551,289.551,289.551,289.551
2.649,289.551,289.551,289.551,289.551,289.551
2.652,289.551,289.551,289.551,289.551,289.551
2.655,289.551,289.551,289.551,289.551,289.551
2.658,289.551,289.551,289.551,289.551,289.551
